name,team,pos,age,GP,GS,MPG,PTS,REB,OREB,DREB,AST,STL,BLK,TOV,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%
Dyson Daniels,NOP,PG,20,61,16,22.3,5.8,3.9,1.0,2.9,2.7,1.4,0.4,1.0,2.3,5.1,.447,0.7,2.2,.311,0.6,0.9,.642
Danilo Gallinari,3TM,SF,35,49,0,12.9,5.7,2.2,0.4,1.8,1.1,0.3,0.1,0.5,1.7,3.9,.437,0.6,1.9,.323,1.7,2.0,.857
Thomas Bryant,MIA,C,26,38,4,11.6,5.7,3.7,1.1,2.7,0.6,0.3,0.4,0.6,2.3,3.9,.577,0.1,0.6,.182,1.1,1.2,.872
Torrey Craig,CHI,SF,33,53,14,19.8,5.7,4.1,1.3,2.8,1.1,0.6,0.4,0.6,2.0,4.7,.430,1.1,2.9,.392,0.5,0.7,.750
Larry Nance Jr.,NOP,C,31,61,0,19.9,5.7,5.0,1.5,3.5,1.9,1.0,0.3,0.8,2.3,4.0,.573,0.4,1.1,.415,0.8,1.0,.770
Pat Connaughton,MIL,SF,31,76,3,22.1,5.6,3.1,0.7,2.5,2.1,0.5,0.3,0.6,2.0,4.6,.435,1.1,3.1,.345,0.6,0.8,.759
Craig Porter Jr.,CLE,PG,23,51,6,12.7,5.6,2.1,0.4,1.7,2.3,0.4,0.3,0.9,2.3,4.5,.509,0.2,0.7,.353,0.8,1.1,.732
Mitchell Robinson,NYK,C,25,31,21,24.8,5.6,8.5,4.6,3.9,0.6,1.2,1.1,0.8,2.4,4.1,.575,0.0,0.0, ,0.9,2.1,.409
Malachi Flynn,3TM,PG,25,69,0,12.7,5.5,1.7,0.3,1.3,1.9,0.6,0.1,0.9,2.0,4.7,.418,0.8,2.4,.331,0.8,1.0,.732
Doug McDermott,2TM,SF,32,64,0,14.1,5.5,0.9,0.2,0.8,1.1,0.3,0.0,0.4,1.9,4.4,.433,1.5,3.6,.410,0.2,0.3,.579
Dexter Dennis,DAL,SG,24,4,0,7.5,5.5,2.3,0.3,2.0,1.0,0.0,0.3,0.8,2.5,4.8,.526,0.3,2.0,.125,0.3,0.8,.333
Gary Payton II,GSW,SG,31,44,0,15.5,5.5,2.6,1.0,1.5,1.1,0.9,0.4,0.6,2.3,4.2,.563,0.5,1.3,.364,0.3,0.5,.609
Neemias Queta,BOS,C,24,28,0,11.9,5.5,4.4,1.9,2.5,0.7,0.5,0.8,0.5,2.4,3.7,.644,0.0,0.0, ,0.7,1.0,.714
Ricky Council IV,PHI,SG,22,32,0,9.0,5.4,1.4,0.4,1.0,0.5,0.3,0.0,0.2,1.7,3.5,.482,0.4,1.0,.375,1.7,2.2,.746
Kris Dunn,UTA,PG,29,66,32,18.9,5.4,2.9,0.8,2.1,3.8,1.0,0.4,1.2,2.2,4.7,.470,0.6,1.7,.369,0.3,0.5,.688
Keon Ellis,SAC,SG,24,57,21,17.2,5.4,2.2,0.6,1.6,1.5,0.9,0.5,0.6,1.9,4.1,.461,1.2,2.9,.417,0.5,0.6,.743
Cam Reddish,LAL,SF,24,48,26,20.5,5.4,2.1,0.6,1.5,1.0,1.0,0.3,0.6,1.9,4.9,.389,0.8,2.3,.336,0.9,1.1,.759
Matt Ryan,NOP,SF,26,28,1,13.9,5.4,1.4,0.2,1.2,0.6,0.2,0.0,0.7,1.8,4.0,.434,1.5,3.3,.451,0.5,0.5,.929
Matisse Thybulle,POR,SF,26,65,19,22.9,5.4,2.1,0.5,1.6,1.4,1.7,0.8,0.6,1.9,4.9,.397,1.2,3.6,.346,0.3,0.4,.759
Sasha Vezenkov,SAC,PF,28,42,0,12.2,5.4,2.3,0.7,1.6,0.5,0.5,0.2,0.3,2.0,4.5,.440,1.1,2.9,.375,0.3,0.4,.800
Dean Wade,CLE,PF,27,54,32,20.5,5.4,4.0,0.7,3.4,0.8,0.7,0.5,0.4,1.8,4.3,.414,1.5,3.7,.391,0.4,0.5,.769
Darius Bazley,2TM,PF,23,9,0,16.9,5.3,3.1,0.9,2.2,0.8,0.7,0.8,0.9,2.0,3.3,.600,0.2,0.9,.250,1.1,1.3,.833
Xavier Tillman Sr.,2TM,PF,25,54,15,18.0,5.3,3.9,1.3,2.6,1.4,0.9,0.8,0.6,2.2,5.2,.434,0.4,1.5,.247,0.4,0.9,.440
Nicolas Batum,2TM,PF,35,60,38,25.5,5.3,4.1,1.2,3.0,2.1,0.8,0.6,0.7,1.9,4.3,.453,1.2,3.1,.395,0.3,0.4,.714
Luke Kornet,BOS,C,28,63,7,15.6,5.3,4.1,1.9,2.3,1.1,0.4,1.0,0.3,2.3,3.2,.700,0.0,0.0,1.000,0.8,0.9,.907
Davion Mitchell,SAC,PG,25,72,4,15.3,5.3,1.3,0.3,1.1,1.9,0.2,0.0,0.6,2.0,4.5,.452,0.8,2.2,.361,0.4,0.6,.714
Mason Plumlee,LAC,C,33,46,11,14.7,5.3,5.1,1.3,3.8,1.2,0.3,0.4,0.8,1.9,3.3,.569,0.0,0.1,.000,1.5,2.2,.707
Stanley Umude,DET,SG,24,24,2,12.8,5.3,2.1,0.3,1.8,0.5,0.3,0.3,0.6,1.5,3.5,.440,1.0,2.2,.453,1.2,1.3,.906
Aleksej Pokusevski,2TM,PF,22,28,0,14.5,5.2,3.2,0.6,2.6,1.3,0.5,0.5,0.7,1.8,4.3,.405,0.6,2.0,.327,1.1,1.5,.732
Bol Bol,PHO,PF,24,43,0,10.9,5.2,3.2,0.7,2.4,0.4,0.2,0.6,0.4,2.2,3.5,.616,0.5,1.2,.423,0.3,0.4,.789
Brandon Boston Jr.,LAC,SF,22,32,0,10.8,5.2,1.6,0.6,1.0,0.4,0.3,0.3,0.8,2.0,5.0,.404,0.4,1.6,.269,0.7,1.0,.697
Jarred Vanderbilt,LAL,PF,24,29,6,20.0,5.2,4.8,1.4,3.3,1.2,1.2,0.2,1.0,2.0,3.9,.518,0.3,0.9,.296,0.8,1.2,.667
Seth Curry,2TM,SG,33,44,4,14.0,5.1,1.5,0.4,1.1,1.0,0.5,0.1,0.5,1.8,4.6,.392,0.9,2.5,.352,0.6,0.7,.903
Drew Eubanks,PHO,C,26,75,6,15.6,5.1,4.3,1.4,2.9,0.8,0.4,0.8,0.8,2.0,3.4,.601,0.0,0.0,1.000,1.0,1.2,.774
Bryce McGowens,CHO,SG,21,59,14,14.9,5.1,1.7,0.3,1.4,0.9,0.4,0.2,0.5,1.7,3.9,.439,0.6,1.7,.333,1.1,1.4,.776
Richaun Holmes,2TM,C,30,40,10,13.9,5.0,4.6,1.8,2.8,0.6,0.3,0.5,0.6,2.1,3.7,.558,0.0,0.1,.333,0.9,1.2,.723
Monte Morris,2TM,PG,28,33,0,14.4,5.0,1.7,0.2,1.5,2.1,0.6,0.3,0.2,1.9,4.6,.405,0.8,2.1,.386,0.4,0.6,.684
Goga Bitadze,ORL,C,24,62,33,15.4,5.0,4.6,1.8,2.9,1.3,0.5,1.2,0.7,2.0,3.4,.603,0.0,0.2,.143,0.9,1.4,.655
Jevon Carter,CHI,PG,28,72,0,13.9,5.0,0.8,0.2,0.7,1.3,0.5,0.2,0.5,1.9,5.1,.378,1.1,3.3,.329,0.1,0.1,.571
Devonte' Graham,SAS,PG,28,23,0,13.6,5.0,1.6,0.2,1.3,2.1,0.4,0.1,0.7,1.7,4.7,.352,1.1,3.6,.301,0.6,0.7,.813
Isaiah Livers,DET,PF,25,23,6,20.4,5.0,2.1,0.7,1.4,1.1,0.6,0.2,0.7,1.7,5.0,.345,1.0,3.3,.286,0.5,0.8,.667
Kobi Simmons,TOR,PG,26,4,0,16.8,5.0,1.8,0.3,1.5,3.0,1.5,0.5,0.3,2.3,5.3,.429,0.5,2.0,.250,0.0,0.0, 
D.J. Wilson,PHI,PF,27,2,0,7.5,5.0,1.0,0.5,0.5,1.0,0.0,1.0,0.0,2.0,3.0,.667,1.0,1.0,1.000,0.0,0.0, 
Jalen Wilson,BRK,PF,23,43,3,15.4,5.0,3.0,1.1,2.0,1.0,0.3,0.1,0.4,1.8,4.2,.425,0.6,1.7,.324,0.9,1.1,.826
Jock Landale,HOU,C,28,56,3,13.6,4.9,3.1,1.6,1.5,1.2,0.4,0.6,0.6,1.9,3.7,.515,0.2,0.7,.250,0.9,1.2,.800
Garrison Mathews,ATL,SG,27,66,5,15.0,4.9,1.4,0.3,1.1,0.6,0.3,0.1,0.3,1.6,3.4,.456,1.3,2.9,.440,0.5,0.6,.810
Jared Rhoden,DET,SG,24,17,0,14.4,4.9,1.9,0.2,1.8,0.8,0.2,0.8,0.4,1.9,3.9,.500,0.7,1.8,.387,0.3,0.5,.625
Kobe Bufkin,ATL,SG,20,17,0,11.5,4.8,1.9,0.4,1.6,1.6,0.4,0.3,0.6,2.0,5.4,.370,0.5,2.4,.225,0.2,0.5,.500
DeJon Jarreau,MEM,SG,26,9,0,16.7,4.8,4.9,0.9,4.0,2.9,0.7,0.2,1.0,1.9,5.6,.340,0.4,1.4,.308,0.6,1.2,.455
Eugene Omoruyi,WAS,SF,26,43,0,9.1,4.8,2.0,0.8,1.2,0.8,0.6,0.1,0.5,1.9,3.9,.485,0.3,1.1,.283,0.7,1.1,.653
Kenrich Williams,OKC,PF,29,69,1,14.9,4.7,3.0,0.9,2.1,1.3,0.6,0.1,0.5,1.9,4.1,.468,0.8,2.0,.397,0.1,0.2,.500
Kenneth Lofton Jr.,3TM,PF,21,21,0,9.5,4.6,1.8,0.6,1.2,1.6,0.3,0.2,0.7,1.7,3.7,.462,0.3,1.1,.292,0.8,1.2,.654
Anthony Black,ORL,PG,20,69,33,16.9,4.6,2.0,0.5,1.5,1.3,0.5,0.3,0.8,1.7,3.6,.466,0.5,1.4,.394,0.7,1.2,.613
Josh Okogie,PHO,SG,25,60,11,16.0,4.6,2.6,1.2,1.3,1.1,0.8,0.4,0.6,1.4,3.4,.417,0.5,1.6,.309,1.3,1.7,.745
Omer Yurtseven,UTA,C,25,48,12,11.4,4.6,4.3,1.5,2.8,0.6,0.2,0.4,0.8,2.1,3.8,.538,0.1,0.5,.208,0.4,0.6,.679
Shake Milton,3TM,SG,27,48,0,12.1,4.5,1.6,0.3,1.3,1.3,0.4,0.1,0.6,1.6,4.1,.405,0.4,1.3,.281,0.8,1.0,.816
Delon Wright,2TM,PG,31,47,1,15.8,4.5,1.8,0.4,1.4,2.5,1.1,0.2,0.3,1.6,4.0,.394,0.5,1.4,.368,0.8,1.0,.822
A.J. Green,MIL,SG,24,56,0,11.0,4.5,1.1,0.2,1.0,0.5,0.2,0.1,0.2,1.5,3.5,.423,1.2,3.0,.408,0.3,0.3,.895
Kevon Looney,GSW,C,27,74,36,16.1,4.5,5.7,1.9,3.7,1.8,0.4,0.4,0.7,1.9,3.1,.597,0.0,0.0,.000,0.8,1.1,.675
Taze Moore,POR,SG,25,4,0,10.0,4.5,2.0,1.0,1.0,1.3,0.5,0.0,0.8,2.0,4.8,.421,0.3,1.8,.143,0.3,0.5,.500
Julian Strawther,DEN,SF,21,50,0,10.9,4.5,1.2,0.1,1.1,0.9,0.3,0.1,0.5,1.6,4.4,.369,0.8,2.8,.297,0.4,0.6,.710
Bismack Biyombo,2TM,C,31,40,27,19.8,4.4,5.2,1.6,3.7,1.3,0.3,0.9,1.1,1.9,3.3,.565,0.0,0.0, ,0.7,1.4,.481
Robert Covington,2TM,SF,33,29,6,16.8,4.4,3.3,1.1,2.3,0.8,1.3,0.6,0.4,1.5,3.4,.439,0.7,1.9,.339,0.8,0.9,.846
Patrick Baldwin Jr.,WAS,SF,21,38,7,13.0,4.4,3.2,0.4,2.8,0.8,0.5,0.4,0.5,1.6,4.1,.381,0.8,2.6,.320,0.5,0.7,.679
Mo Bamba,PHI,C,25,57,17,13.0,4.4,4.2,1.4,2.8,0.7,0.4,1.1,0.7,1.7,3.5,.490,0.4,1.1,.391,0.6,0.9,.680
Dominick Barlow,SAS,PF,20,33,1,12.7,4.4,3.4,1.4,2.1,1.1,0.4,0.4,0.3,1.7,3.4,.496,0.1,0.3,.333,0.9,1.3,.690
MarJon Beauchamp,MIL,SF,23,48,1,12.7,4.4,2.1,0.5,1.6,0.6,0.3,0.1,0.6,1.7,3.5,.488,0.6,1.6,.400,0.4,0.6,.679
Joe Ingles,ORL,SF,36,68,0,17.2,4.4,2.1,0.3,1.8,3.0,0.6,0.1,1.0,1.5,3.3,.436,1.0,2.4,.435,0.4,0.5,.824
Maxi Kleber,DAL,C,32,43,7,20.3,4.4,3.3,0.7,2.6,1.6,0.4,0.7,0.7,1.5,3.4,.432,0.7,2.1,.348,0.8,1.1,.702
Jontay Porter,TOR,PF,24,26,5,13.8,4.4,3.2,1.0,2.2,2.3,0.8,0.8,0.8,1.5,4.0,.385,0.8,2.3,.333,0.6,0.7,.833
Lester Quiñones,GSW,SG,23,37,0,10.6,4.4,1.9,0.6,1.4,1.0,0.2,0.1,0.5,1.5,3.8,.397,0.9,2.4,.364,0.5,0.8,.690
Ben Sheppard,IND,SG,22,57,1,14.3,4.4,1.6,0.3,1.3,0.9,0.6,0.0,0.3,1.6,4.0,.393,0.9,2.7,.314,0.4,0.5,.885
Blake Wesley,SAS,SG,20,61,3,14.4,4.4,1.5,0.3,1.2,2.7,0.5,0.1,0.9,1.7,3.5,.474,0.2,0.9,.218,0.9,1.3,.667
Jeff Dowtin Jr.,PHI,PG,26,12,0,11.8,4.3,1.7,0.3,1.4,2.3,0.6,0.1,0.4,1.7,3.0,.556,0.8,1.6,.474,0.3,0.3,.750
Jaxson Hayes,LAL,C,23,70,5,12.5,4.3,3.0,1.0,2.0,0.5,0.5,0.4,0.6,1.8,2.5,.720,0.0,0.1,.000,0.7,1.2,.622
Caleb Houstan,ORL,SF,21,59,13,13.8,4.3,1.4,0.5,0.9,0.5,0.3,0.1,0.3,1.4,3.5,.388,1.2,3.3,.373,0.4,0.4,.808
John Konchar,MEM,SF,27,55,23,21.3,4.3,4.7,1.3,3.4,2.0,0.9,0.9,0.8,1.6,3.8,.423,0.7,2.2,.317,0.4,0.5,.840
Dru Smith,MIA,SG,26,9,0,14.6,4.3,1.6,0.7,0.9,1.6,1.0,0.3,0.6,1.7,3.7,.455,0.8,1.9,.412,0.2,0.2,1.000
Thaddeus Young,2TM,PF,35,33,6,13.3,4.2,3.1,1.4,1.7,1.7,0.7,0.2,0.5,2.0,3.3,.602,0.0,0.2,.143,0.2,0.5,.400
Jacob Gilyard,2TM,PG,25,41,14,17.0,4.2,1.1,0.2,0.9,3.3,0.8,0.1,0.7,1.5,3.7,.400,1.2,3.1,.405,0.0,0.0,1.000
Armoni Brooks,BRK,PG,25,10,0,10.4,4.2,1.8,0.7,1.1,0.5,0.1,0.1,0.3,1.5,4.6,.326,1.1,3.2,.344,0.1,0.2,.500
Troy Brown Jr.,2TM,SF,24,59,15,14.0,4.2,2.4,0.4,2.0,1.0,0.4,0.1,0.5,1.4,3.8,.372,0.8,2.4,.333,0.5,0.6,.865
Max Christie,LAL,SG,20,67,7,14.1,4.2,2.1,0.2,1.9,0.9,0.3,0.3,0.5,1.5,3.6,.427,0.6,1.8,.356,0.5,0.7,.783
Ashton Hagans,POR,PG,24,19,1,16.6,4.2,2.4,0.7,1.6,2.8,0.6,0.5,1.6,1.5,3.7,.408,0.4,1.3,.320,0.7,0.9,.824
Danuel House Jr.,PHI,SF,30,34,4,15.0,4.2,1.7,0.5,1.2,0.8,0.4,0.1,0.6,1.4,3.1,.448,0.4,1.5,.300,1.0,1.4,.761
Skylar Mays,2TM,PG,26,38,5,11.4,4.1,1.1,0.3,0.9,2.2,0.6,0.1,0.5,1.7,4.2,.396,0.4,1.4,.296,0.3,0.4,.765
Sandro Mamukelashvili,SAS,C,24,46,5,9.8,4.1,3.2,1.0,2.2,1.1,0.2,0.3,0.4,1.6,3.4,.471,0.4,1.4,.297,0.5,0.7,.735
Luka Šamanić,UTA,PF,24,43,7,9.4,4.1,2.4,0.5,1.9,0.4,0.1,0.2,0.7,1.4,3.7,.380,0.3,1.5,.203,1.0,1.3,.786
Jae'Sean Tate,HOU,SF,28,65,9,15.9,4.1,3.0,0.9,2.1,1.0,0.6,0.2,0.6,1.7,3.5,.472,0.4,1.2,.299,0.4,0.6,.667
Patty Mills,2TM,PG,35,32,5,13.0,4.0,1.1,0.3,0.8,1.1,0.6,0.0,0.5,1.4,4.1,.351,0.8,2.7,.276,0.3,0.3,1.000
Izaiah Brockington,NOP,PG,24,1,0,3.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,.400,0.0,1.0,.000,0.0,0.0, 
Ousmane Dieng,OKC,PF,20,33,0,11.1,4.0,1.5,0.3,1.2,1.1,0.2,0.2,0.6,1.5,3.5,.422,0.6,2.1,.300,0.4,0.5,.875
Luka Garza,MIN,C,25,25,0,4.9,4.0,1.2,0.8,0.5,0.2,0.2,0.0,0.2,1.4,3.0,.480,0.4,1.3,.281,0.7,1.0,.720
Mouhamed Gueye,ATL,PF,21,6,0,12.2,4.0,3.7,1.7,2.0,0.7,0.8,0.7,0.2,1.3,3.8,.348,0.5,1.5,.333,0.8,1.0,.833
Justin Holiday,DEN,SG,34,58,9,14.9,4.0,1.2,0.2,1.1,1.2,0.6,0.2,0.2,1.5,3.3,.454,0.9,2.3,.404,0.1,0.1,.750
Matthew Hurt,MEM,PF,23,8,0,14.1,4.0,2.0,1.1,0.9,0.5,0.4,0.4,0.3,1.5,4.3,.353,0.6,2.5,.250,0.4,0.4,1.000
JaVale McGee,SAC,C,36,46,0,7.4,4.0,2.7,0.9,1.8,0.4,0.3,0.4,0.7,1.7,2.9,.598,0.0,0.2,.143,0.6,1.0,.578
Svi Mykhailiuk,BOS,SF,26,41,2,10.1,4.0,1.2,0.3,1.0,0.9,0.3,0.0,0.3,1.4,3.3,.416,1.0,2.6,.389,0.1,0.2,.667
Rayan Rupert,POR,SG,19,39,12,16.2,4.0,2.4,0.6,1.7,1.6,0.3,0.1,0.8,1.4,4.1,.335,0.7,2.0,.359,0.5,0.6,.760
Adama Sanogo,CHI,PF,21,9,0,7.3,4.0,4.0,2.1,1.9,0.0,0.1,0.0,0.6,1.6,3.0,.519,0.0,0.0, ,0.9,1.3,.667
Jaylin Williams,OKC,C,21,69,1,13.0,4.0,3.4,0.5,2.9,1.6,0.4,0.4,0.5,1.4,3.3,.417,0.8,2.1,.368,0.5,0.6,.805
Jules Bernard,WAS,SG,24,19,0,7.8,3.9,1.4,0.5,0.8,0.8,0.2,0.1,0.4,1.5,3.4,.453,0.6,1.5,.379,0.3,0.5,.556
Chris Duarte,SAC,SF,26,59,11,12.2,3.9,1.8,0.4,1.4,0.7,0.5,0.1,0.4,1.4,3.6,.381,0.7,2.2,.346,0.4,0.6,.788
DeAndre Jordan,DEN,C,35,36,2,11.0,3.9,4.4,1.5,2.9,0.7,0.2,0.4,0.6,1.6,2.6,.624,0.0,0.0, ,0.7,1.5,.491
Sidy Cissoko,SAS,SF,19,12,0,11.8,3.8,1.8,0.7,1.2,0.8,0.6,0.3,0.3,1.3,2.8,.485,0.1,1.0,.083,1.0,1.3,.800
Anthony Gill,WAS,PF,31,50,3,9.3,3.8,1.9,0.7,1.1,0.7,0.3,0.2,0.5,1.5,3.2,.469,0.2,0.8,.244,0.6,0.7,.806
KJ Martin,2TM,SF,23,60,2,12.4,3.7,2.2,0.7,1.5,0.9,0.4,0.2,0.5,1.6,3.0,.536,0.1,0.5,.286,0.4,0.7,.537
Keita Bates-Diop,2TM,SF,28,53,8,12.5,3.7,2.1,0.6,1.5,0.7,0.5,0.4,0.3,1.4,3.1,.434,0.4,1.3,.304,0.6,0.8,.762
Oshae Brissett,BOS,SF,25,55,1,11.5,3.7,2.9,1.1,1.8,0.8,0.3,0.1,0.4,1.2,2.8,.444,0.3,1.0,.273,0.9,1.5,.602
Jamal Cain,MIA,PF,24,26,1,10.0,3.7,1.4,0.6,0.8,0.4,0.4,0.2,0.3,1.3,3.0,.430,0.4,1.2,.355,0.7,0.9,.783
Drew Peterson,BOS,PF,24,3,0,7.7,3.7,0.3,0.0,0.3,0.3,0.7,0.0,0.3,1.3,2.0,.667,1.0,1.7,.600,0.0,0.0, 
T.J. Warren,MIN,SF,30,11,0,11.4,3.7,2.0,0.5,1.5,0.8,0.4,0.1,0.4,1.6,3.7,.439,0.2,1.2,.154,0.3,0.4,.750
James Bouknight,CHO,SG,23,14,0,5.8,3.6,0.6,0.1,0.6,0.4,0.1,0.1,0.1,1.3,2.9,.439,0.9,2.1,.433,0.1,0.1,.500
Collin Gillespie,DEN,PG,24,24,0,9.4,3.6,0.9,0.0,0.8,1.1,0.5,0.0,0.6,1.3,2.9,.464,0.6,1.6,.395,0.3,0.5,.667
Gui Santos,GSW,PF,21,23,0,8.3,3.6,2.1,0.7,1.4,0.6,0.2,0.1,0.3,1.2,2.4,.509,0.4,1.2,.370,0.7,0.7,.941
Jarace Walker,IND,PF,20,33,0,10.3,3.6,1.9,0.4,1.5,1.2,0.5,0.3,0.5,1.4,3.3,.409,0.7,1.7,.400,0.2,0.3,.889
Lindy Waters III,OKC,SG,26,38,0,7.4,3.6,1.1,0.2,0.9,0.6,0.1,0.2,0.2,1.3,2.7,.471,1.0,2.2,.435,0.1,0.1,1.000
Théo Maledon,2TM,PG,22,17,1,12.5,3.5,1.4,0.2,1.2,1.6,0.4,0.0,1.1,1.2,4.1,.286,0.3,1.8,.167,0.8,0.9,.933
Onuralp Bitim,CHI,SG,24,23,1,11.7,3.5,1.4,0.3,1.1,0.6,0.1,0.1,0.4,1.4,3.7,.381,0.5,1.9,.273,0.2,0.2,.800
Jordan McLaughlin,MIN,PG,27,56,0,11.2,3.5,1.3,0.3,1.0,2.0,0.6,0.1,0.3,1.3,2.6,.483,0.8,1.6,.472,0.2,0.3,.722
Marques Bolden,2TM,C,25,11,2,11.0,3.4,3.1,0.9,2.2,0.4,0.3,0.6,0.3,1.5,2.3,.680,0.0,0.1,.000,0.3,0.4,.750
Ryan Rollins,2TM,PG,21,13,0,6.0,3.4,1.0,0.2,0.8,1.1,0.8,0.2,0.6,1.1,2.1,.519,0.2,0.3,.750,1.0,1.3,.765
Yuta Watanabe,2TM,SF,29,34,0,13.6,3.4,1.6,0.3,1.3,0.4,0.4,0.2,0.6,1.2,3.4,.353,0.7,2.5,.294,0.3,0.5,.588
Buddy Boeheim,DET,SF,24,10,0,8.4,3.4,1.0,0.3,0.7,0.3,0.0,0.1,0.0,0.9,2.9,.310,0.8,2.5,.320,0.8,1.0,.800
Moses Brown,POR,C,24,22,5,9.1,3.4,3.9,1.7,2.2,0.3,0.2,0.3,0.5,1.5,3.0,.508,0.0,0.0, ,0.4,1.4,.290
Wenyen Gabriel,MEM,PF,26,5,0,16.2,3.4,5.0,1.4,3.6,0.6,0.4,0.4,1.6,1.6,4.4,.364,0.2,1.2,.167,0.0,1.0,.000
Nassir Little,PHO,SF,23,45,2,10.2,3.4,1.7,0.3,1.4,0.5,0.2,0.2,0.3,1.3,2.8,.460,0.5,1.6,.300,0.4,0.4,.850
Jalen McDaniels,TOR,SF,26,50,1,10.8,3.4,1.6,0.4,1.2,0.7,0.4,0.1,0.6,1.3,3.8,.344,0.2,1.4,.169,0.5,0.7,.730
Jaden Springer,2TM,SG,21,49,2,10.3,3.3,1.6,0.7,0.9,0.9,0.7,0.3,0.7,1.2,3.0,.399,0.2,1.0,.208,0.7,0.9,.833
Charles Bassey,SAS,C,23,19,0,10.8,3.3,4.0,1.2,2.8,1.1,0.4,0.9,0.8,1.5,2.1,.725,0.0,0.1,.000,0.3,0.3,.833
Micah Potter,UTA,PF,25,16,0,11.6,3.3,2.7,0.6,2.1,0.4,0.3,0.4,0.3,1.2,2.5,.475,0.6,1.3,.429,0.4,0.5,.750
Dwight Powell,DAL,C,32,63,9,13.3,3.3,3.4,1.5,1.9,1.3,0.4,0.3,0.5,1.1,1.7,.679,0.0,0.0,.333,1.0,1.4,.708
Terquavion Smith,PHI,PG,21,16,0,5.3,3.3,0.3,0.0,0.3,0.8,0.5,0.0,0.4,1.1,2.9,.391,0.8,2.2,.371,0.2,0.3,.600
Garrett Temple,TOR,SG,37,27,2,10.7,3.3,1.7,0.7,1.0,1.0,0.4,0.1,0.5,1.1,2.9,.372,0.4,1.5,.300,0.7,0.8,.818
Tristan Thompson,CLE,C,32,49,0,11.2,3.3,3.6,1.5,2.1,1.0,0.2,0.3,0.6,1.5,2.4,.608,0.0,0.0,.000,0.3,1.1,.288
Oscar Tshiebwe,IND,PF,24,8,0,5.3,3.3,2.0,1.0,1.0,0.3,0.3,0.1,0.0,1.3,2.5,.500,0.0,0.0, ,0.8,1.0,.750
Kira Lewis Jr.,3TM,PG,22,28,0,9.5,3.2,0.9,0.3,0.6,1.3,0.3,0.1,0.5,1.2,3.3,.370,0.1,1.2,.121,0.6,0.7,.850
A.J. Lawson,DAL,SG,23,42,0,7.4,3.2,1.2,0.3,0.9,0.5,0.2,0.1,0.3,1.3,2.9,.446,0.3,1.2,.260,0.4,0.5,.652
Boban Marjanović,HOU,C,35,14,0,5.1,3.2,2.3,0.5,1.8,0.4,0.1,0.1,0.4,1.3,2.4,.529,0.0,0.1,.000,0.6,1.0,.643
Zeke Nnaji,DEN,PF,23,58,0,9.9,3.2,2.2,1.1,1.1,0.6,0.3,0.7,0.5,1.2,2.6,.463,0.1,0.4,.261,0.7,1.1,.677
Ish Smith,CHO,PG,35,43,5,17.2,3.2,1.8,0.3,1.5,3.4,0.4,0.1,1.1,1.5,3.7,.418,0.1,0.2,.500,0.1,0.1,.750
JT Thor,CHO,PF,21,63,3,12.4,3.2,2.3,0.7,1.6,0.5,0.2,0.4,0.2,1.3,2.9,.437,0.4,1.3,.346,0.2,0.3,.550
Brandon Williams,DAL,PG,24,17,0,6.6,3.2,0.8,0.2,0.5,1.0,0.1,0.1,0.4,1.2,3.2,.370,0.2,0.9,.200,0.6,1.0,.647
Wesley Matthews,ATL,SG,37,36,3,11.5,3.1,1.5,0.3,1.2,0.6,0.4,0.3,0.2,0.9,2.7,.351,0.7,1.9,.348,0.5,0.7,.750
Dalen Terry,CHI,SG,21,59,2,11.5,3.1,1.9,0.5,1.4,1.4,0.5,0.3,0.5,1.2,2.7,.439,0.3,1.3,.230,0.4,0.7,.581
Gabe Vincent,LAL,PG,27,11,0,19.8,3.1,0.8,0.4,0.5,1.9,0.8,0.0,0.5,1.4,4.5,.306,0.3,2.5,.107,0.1,0.2,.500
Mike Muscala,3TM,C,32,53,6,11.3,3.0,2.4,0.7,1.6,0.7,0.2,0.2,0.4,1.1,2.9,.359,0.5,1.8,.292,0.3,0.5,.680
Johnny Davis,WAS,SG,21,50,6,12.3,3.0,1.4,0.4,1.1,0.6,0.4,0.2,0.3,1.2,3.1,.403,0.3,0.8,.350,0.3,0.5,.583
Saben Lee,PHO,PG,24,24,0,7.7,3.0,1.3,0.4,0.9,1.3,0.3,0.1,0.3,0.8,2.3,.364,0.1,0.7,.125,1.2,1.6,.744
Olivier-Maxence Prosper,DAL,PF,21,40,1,8.4,3.0,2.0,0.6,1.4,0.6,0.2,0.1,0.2,1.0,2.6,.385,0.3,1.1,.289,0.7,1.0,.683
Trevelin Queen,ORL,SG,26,14,0,11.8,2.9,1.4,0.2,1.2,1.3,0.5,0.4,0.5,1.0,2.7,.368,0.2,1.2,.176,0.6,0.9,.750
Jeremiah Robinson-Earl,NOP,PF,23,39,1,8.6,2.9,1.9,0.6,1.4,0.5,0.3,0.1,0.4,1.2,2.4,.474,0.3,1.0,.333,0.3,0.4,.750
Nate Williams,HOU,SG,24,22,0,5.9,2.9,1.0,0.5,0.5,0.3,0.2,0.0,0.2,1.2,2.3,.540,0.1,0.2,.400,0.3,0.6,.538
